1 57888
0.987674 57888
0.964585 57888
0.927086 57888
0.870946 57888
0.794097 57888
0.701557 57888
0.608015 57888
0.531306 57888
0.482094 57888
0.460839 53492
0.460949 53492
0.473257 53492
0.489664 53492
0.504878 53492
0.516496 53492
0.524302 53492
0.529269 53492
0.532545 53492
0.534806 53492
0.536186 52561
0.536669 52561
0.536434 52561
0.535752 52561
0.534876 52561
0.533906 52561
0.532699 52561
0.531153 52561
0.529494 52561
0.5281 52561
0.527127 52318
0.526556 52318
0.526385 52318
0.526685 52318
0.527594 52318
0.529286 52318
0.531855 52318
0.535 52318
0.537956 52318
0.539908 52318
0.540332 52154
0.539102 52154
0.536458 52154
0.53287 52154
0.52907 52154
0.526232 52154
0.525473 52154
0.526976 52154
0.529692 52154
0.531873 52154
0.532298 52176
0.531093 52176
0.529352 52176
0.528034 52176
0.527145 52176
0.525927 52176
0.523888 52176
0.521756 52176
0.521259 52176
0.523762 52176
0.529236 52285
0.536351 52285
0.543148 52285
0.547994 52285
0.550545 52285
0.551771 52285
0.552925 52285
0.554532 52285
0.556213 52285
0.557247 52285
0.55722 52259
0.556282 52259
0.554897 52259
0.553295 52259
0.55122 52259
0.548267 52259
0.544371 52259
0.54006 52259
0.536328 52259
0.534031 52259
0.533311 52346
0.533975 52346
0.535975 52346
0.539189 52346
0.543106 52346
0.546564 52346
0.548275 52346
0.548018 52346
0.546845 52346
0.546035 52346
0.546148 52335
0.547058 52335
0.548448 52335
0.549971 52335
0.551054 52335
0.550895 52335
0.548965 52335
0.54571 52335
0.542881 52335
0.542361 52335
0.544124 52421
0.546819 52421
0.549437 52421
0.551179 52421
0.551087 52421
0.548664 52421
0.544595 52421
0.540396 52421
0.537732 52421
0.537785 52421
0.540361 52437
0.544176 52437
0.548105 52437
0.551504 52437
0.553831 52437
0.554645 52437
0.553927 52437
0.552185 52437
0.550013 52437
0.547639 52437
0.545315 52458
0.543712 52458
0.543245 52458
0.54314 52458
0.541952 52458
0.539361 52458
0.536609 52458
0.534861 52458
0.534171 52458
0.53398 52458
0.5343 52474
0.535862 52474
0.53883 52474
0.54225 52474
0.545091 52474
0.54719 52474
0.549188 52474
0.551967 52474
0.555775 52474
0.559601 52474
0.561948 52467
0.562382 52467
0.56202 52467
0.562309 52467
0.563515 52467
0.564656 52467
0.564411 52467
0.561986 52467
0.557747 52467
0.552986 52467
0.548795 52440
0.545484 52440
0.542918 52440
0.540967 52440
0.539781 52440
0.539603 52440
0.540237 52440
0.541103 52440
0.541818 52440
0.542297 52440
0.542343 52414
0.541617 52414
0.540234 52414
0.539361 52414
0.540866 52414
0.545755 52414
0.552773 52414
0.559058 52414
0.562457 52414
0.562792 52414
0.560992 52463
0.558 52463
0.554689 52463
0.551615 52463
0.548456 52463
0.544637 52463
0.540572 52463
0.537471 52463
0.535994 52463
0.535343 52463
0.534022 52486
0.53146 52486
0.528641 52486
0.52716 52486
0.52752 52486
0.528577 52486
0.528868 52486
0.52827 52486
0.527905 52486
0.528578 52486
0.529967 52520
0.531662 52520
0.533985 52520
0.537316 52520
0.541528 52520
0.546181 52520
0.550647 52520
0.554054 52520
0.555419 52520
0.554028 52520
1 52558
0.983444 52558
0.950978 52558
0.909595 52558
0.868324 52558
0.834682 52558
0.812859 52558
0.803276 52558
0.803579 52558
0.810166 52558
0.818274 52415
0.82325 52415
0.823086 52415
0.818718 52415
0.812795 52415
0.807624 52415
0.803975 52415
0.802744 52415
0.805352 52415
0.811369 52415
0.817478 52378
0.819338 52378
0.815083 52378
0.806015 52378
0.794251 52378
0.783332 52378
0.777693 52378
0.779637 52378
0.788227 52378
0.799764 52378
0.810074 52187
0.817216 52187
0.820886 52187
0.820257 52187
0.814346 52187
0.804176 52187
0.79307 52187
0.78495 52187
0.782493 52187
0.785326 52187
0.790595 52156
0.795984 52156
0.800833 52156
0.805011 52156
0.808228 52156
0.809684 52156
0.808431 52156
0.804533 52156
0.799872 52156
0.796962 52156
0.795634 52092
0.793009 52092
0.786936 52092
0.777889 52092
0.768936 52092
0.763967 52092
0.765039 52092
0.770457 52092
0.77589 52092
0.778735 52092
0.7794 52147
0.779193 52147
0.779186 52147
0.77952 52147
0.779468 52147
0.779209 52147
0.779842 52147
0.781699 52147
0.784358 52147
0.787366 52147
0.790128 52146
0.791811 52146
0.792301 52146
0.792829 52146
0.795257 52146
0.800333 52146
0.80509 52146
0.805091 52146
0.799914 52146
0.79299 52146
0.787084 52140
0.782656 52140
0.779555 52140
0.777695 52140
0.778021 52140
0.781486 52140
0.786795 52140
0.790947 52140
0.790545 52140
0.784714 52140
0.777782 52166
0.775318 52166
0.778326 52166
0.783995 52166
0.789269 52166
0.792733 52166
0.794806 52166
0.79641 52166
0.797301 52166
0.796575 52166
0.795 52146
0.794959 52146
0.796834 52146
0.797383 52146
0.793675 52146
0.787273 52146
0.783485 52146
0.784768 52146
0.788206 52146
0.79077 52146
0.791827 52167
0.792009 52167
0.791958 52167
0.79209 52167
0.793178 52167
0.796256 52167
0.801273 52167
0.806331 52167
0.808517 52167
0.805621 52167
0.798153 52064
0.789866 52064
0.785239 52064
0.786752 52064
0.793581 52064
0.800862 52064
0.803143 52064
0.799103 52064
0.791798 52064
0.78542 52064
0.782546 52078
0.783708 52078
0.787978 52078
0.79389 52078
0.799724 52078
0.803901 52078
0.805771 52078
0.804856 52078
0.800319 52078
0.792274 52078
0.782679 52113
0.774919 52113
0.771356 52113
0.771599 52113
0.773658 52113
0.774906 52113
0.773421 52113
0.769649 52113
0.766161 52113
0.765383 52113
0.768485 52024
0.775292 52024
0.782963 52024
0.78647 52024
0.783592 52024
0.777519 52024
0.773225 52024
0.773421 52024
0.777173 52024
0.781077 52024
0.782497 52069
0.781418 52069
0.778805 52069
0.775624 52069
0.773169 52069
0.771775 52069
0.77092 52069
0.770613 52069
0.770636 52069
0.770449 52069
0.770065 52039
0.769418 52039
0.769241 52039
0.770567 52039
0.771556 52039
0.771026 52039
0.770257 52039
0.770978 52039
0.774535 52039
0.780036 52039
0.784569 52107
0.785647 52107
0.782334 52107
0.775892 52107
0.769312 52107
0.765655 52107
0.766035 52107
0.769533 52107
0.775084 52107
0.781604 52107
0.787006 52101
0.789657 52101
0.789783 52101
0.788672 52101
0.7877 52101
0.787466 52101
0.787318 52101
0.786472 52101
0.78497 52101
0.783513 52101
1 52082
0.994267 52082
0.979903 52082
0.961032 52082
0.943397 52082
0.931186 52082
0.924976 52082
0.922084 52082
0.918852 52082
0.913644 52082
0.907611 52032
0.903316 52032
0.90299 52032
0.906528 52032
0.911768 52032
0.916635 52032
0.92008 52032
0.92192 52032
0.923277 52032
0.92576 52032
0.928515 52086
0.927716 52086
0.92019 52086
0.907168 52086
0.894002 52086
0.885908 52086
0.883462 52086
0.883334 52086
0.883392 52086
0.884491 52086
0.887718 52075
0.89321 52075
0.899672 52075
0.904619 52075
0.906373 52075
0.904796 52075
0.90118 52075
0.897489 52075
0.894144 52075
0.890592 52075
0.886742 52092
0.883138 52092
0.882263 52092
0.88547 52092
0.889881 52092
0.893664 52092
0.897123 52092
0.898749 52092
0.896606 52092
0.892979 52092
0.8921 52079
0.894599 52079
0.899222 52079
0.904691 52079
0.909352 52079
0.911659 52079
0.910454 52079
0.9072 52079
0.904519 52079
0.902583 52079
0.900953 52054
0.900261 52054
0.901506 52054
0.90395 52054
0.903928 52054
0.89868 52054
0.891548 52054
0.889435 52054
0.89417 52054
0.900903 52054
0.904813 51971
0.9038 51971
0.896393 51971
0.883981 51971
0.872963 51971
0.868999 51971
0.871423 51971
0.876499 51971
0.881781 51971
0.886139 51971
0.890423 52029
0.895371 52029
0.899466 52029
0.90179 52029
0.902338 52029
0.900295 52029
0.896413 52029
0.893037 52029
0.891407 52029
0.891794 52029
0.893674 52020
0.894714 52020
0.893815 52020
0.895482 52020
0.90384 52020
0.914328 52020
0.920346 52020
0.921434 52020
0.920667 52020
0.919441 52020
0.916892 52046
